k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,figure
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,4365.158322401666,4365.158322401666,0.022908676527677734,0.022908676527677734,4365.158322401666,4365.158322401666,0.022908676527677734,0.022908676527677734,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,3981.0717055349774,3981.0717055349774,0.025118864315095808,0.025118864315095808,3981.0717055349774,3981.0717055349774,0.025118864315095808,0.025118864315095808,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,3630.7805477010174,3630.7805477010174,0.02754228703338166,0.02754228703338166,3630.7805477010174,3630.7805477010174,0.02754228703338166,0.02754228703338166,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,3311.3112148259142,3311.3112148259142,0.03019951720402016,0.03019951720402016,3311.3112148259142,3311.3112148259142,0.03019951720402016,0.03019951720402016,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,3019.951720402019,3019.951720402019,0.03311311214825911,0.03311311214825911,3019.951720402019,3019.951720402019,0.03311311214825911,0.03311311214825911,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,2754.228703338169,2754.228703338169,0.03630780547701014,0.03630780547701014,2754.228703338169,2754.228703338169,0.03630780547701014,0.03630780547701014,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,2511.886431509582,2511.886431509582,0.039810717055349734,0.039810717055349734,2511.886431509582,2511.886431509582,0.039810717055349734,0.039810717055349734,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,2290.867652767775,2290.867652767775,0.04365158322401661,0.04365158322401661,2290.867652767775,2290.867652767775,0.04365158322401661,0.04365158322401661,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,2089.2961308540407,2089.2961308540407,0.047863009232263824,0.047863009232263824,2089.2961308540407,2089.2961308540407,0.047863009232263824,0.047863009232263824,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,1905.4607179632483,1905.4607179632483,0.05248074602497726,0.05248074602497726,1905.4607179632483,1905.4607179632483,0.05248074602497726,0.05248074602497726,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,1737.8008287493763,1737.8008287493763,0.057543993733715694,0.057543993733715694,1737.8008287493763,1737.8008287493763,0.057543993733715694,0.057543993733715694,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,1584.893192461114,1584.893192461114,0.06309573444801933,0.06309573444801933,1584.893192461114,1584.893192461114,0.06309573444801933,0.06309573444801933,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,1445.439770745928,1445.439770745928,0.06918309709189366,0.06918309709189366,1445.439770745928,1445.439770745928,0.06918309709189366,0.06918309709189366,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,1318.2567385564075,1318.2567385564075,0.0758577575029184,0.0758577575029184,1318.2567385564075,1318.2567385564075,0.0758577575029184,0.0758577575029184,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,1202.2644346174131,1202.2644346174131,0.08317637711026708,0.08317637711026708,1202.2644346174131,1202.2644346174131,0.08317637711026708,0.08317637711026708,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,1096.4781961431852,1096.4781961431852,0.09120108393559097,0.09120108393559097,1096.4781961431852,1096.4781961431852,0.09120108393559097,0.09120108393559097,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,1000.0,1000.0,0.1,0.1,1000.0,1000.0,0.1,0.1,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,912.0108393559096,912.0108393559096,0.1096478196143185,0.1096478196143185,912.0108393559096,912.0108393559096,0.1096478196143185,0.1096478196143185,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,831.7637711026708,831.7637711026708,0.12022644346174131,0.12022644346174131,831.7637711026708,831.7637711026708,0.12022644346174131,0.12022644346174131,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,758.5775750291835,758.5775750291835,0.13182567385564073,0.13182567385564073,758.5775750291835,758.5775750291835,0.13182567385564073,0.13182567385564073,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,691.8309709189363,691.8309709189363,0.1445439770745928,0.1445439770745928,691.8309709189363,691.8309709189363,0.1445439770745928,0.1445439770745928,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,630.957344480193,630.957344480193,0.15848931924611143,0.15848931924611143,630.957344480193,630.957344480193,0.15848931924611143,0.15848931924611143,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,575.4399373371566,575.4399373371566,0.17378008287493762,0.17378008287493762,575.4399373371566,575.4399373371566,0.17378008287493762,0.17378008287493762,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,524.8074602497722,524.8074602497722,0.19054607179632482,0.19054607179632482,524.8074602497722,524.8074602497722,0.19054607179632482,0.19054607179632482,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,478.630092322638,478.630092322638,0.20892961308540386,0.20892961308540386,478.630092322638,478.630092322638,0.20892961308540386,0.20892961308540386,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,436.51583224016565,436.51583224016565,0.22908676527677724,0.22908676527677724,436.51583224016565,436.51583224016565,0.22908676527677724,0.22908676527677724,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,398.1071705534977,398.1071705534977,0.25118864315095796,0.25118864315095796,398.1071705534977,398.1071705534977,0.25118864315095796,0.25118864315095796,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,363.07805477010174,363.07805477010174,0.2754228703338166,0.2754228703338166,363.07805477010174,363.07805477010174,0.2754228703338166,0.2754228703338166,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,331.1311214825914,331.1311214825914,0.3019951720402016,0.3019951720402016,331.1311214825914,331.1311214825914,0.3019951720402016,0.3019951720402016,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,301.9951720402019,301.9951720402019,0.3311311214825911,0.3311311214825911,301.9951720402019,301.9951720402019,0.3311311214825911,0.3311311214825911,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,275.4228703338169,275.4228703338169,0.3630780547701014,0.3630780547701014,275.4228703338169,275.4228703338169,0.3630780547701014,0.3630780547701014,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,251.18864315095823,251.18864315095823,0.3981071705534973,0.3981071705534973,251.18864315095823,251.18864315095823,0.3981071705534973,0.3981071705534973,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,229.08676527677747,229.08676527677747,0.4365158322401661,0.4365158322401661,229.08676527677747,229.08676527677747,0.4365158322401661,0.4365158322401661,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,208.92961308540407,208.92961308540407,0.47863009232263853,0.47863009232263853,208.92961308540407,208.92961308540407,0.47863009232263853,0.47863009232263853,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,190.54607179632484,190.54607179632484,0.5248074602497729,0.5248074602497729,190.54607179632484,190.54607179632484,0.5248074602497729,0.5248074602497729,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,173.78008287493762,173.78008287493762,0.5754399373371573,0.5754399373371573,173.78008287493762,173.78008287493762,0.5754399373371573,0.5754399373371573,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,158.48931924611142,158.48931924611142,0.6309573444801936,0.6309573444801936,158.48931924611142,158.48931924611142,0.6309573444801936,0.6309573444801936,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,144.5439770745928,144.5439770745928,0.6918309709189363,0.6918309709189363,144.5439770745928,144.5439770745928,0.6918309709189363,0.6918309709189363,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,131.82567385564073,131.82567385564073,0.7585775750291835,0.7585775750291835,131.82567385564073,131.82567385564073,0.7585775750291835,0.7585775750291835,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,120.22644346174131,120.22644346174131,0.8317637711026709,0.8317637711026709,120.22644346174131,120.22644346174131,0.8317637711026709,0.8317637711026709,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,109.64781961431851,109.64781961431851,0.9120108393559097,0.9120108393559097,109.64781961431851,109.64781961431851,0.9120108393559097,0.9120108393559097,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,100.0,100.0,1.0,1.0,100.0,100.0,1.0,1.0,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,91.20108393559097,91.20108393559097,1.096478196143185,1.096478196143185,91.20108393559097,91.20108393559097,1.096478196143185,1.096478196143185,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,83.17637711026708,83.17637711026708,1.2022644346174132,1.2022644346174132,83.17637711026708,83.17637711026708,1.2022644346174132,1.2022644346174132,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,75.85775750291836,75.85775750291836,1.3182567385564075,1.3182567385564075,75.85775750291836,75.85775750291836,1.3182567385564075,1.3182567385564075,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,69.18309709189363,69.18309709189363,1.4454397707459279,1.4454397707459279,69.18309709189363,69.18309709189363,1.4454397707459279,1.4454397707459279,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,63.0957344480193,63.0957344480193,1.584893192461114,1.584893192461114,63.0957344480193,63.0957344480193,1.584893192461114,1.584893192461114,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,57.543993733715666,57.543993733715666,1.7378008287493762,1.7378008287493762,57.543993733715666,57.543993733715666,1.7378008287493762,1.7378008287493762,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,52.48074602497723,52.48074602497723,1.9054607179632483,1.9054607179632483,52.48074602497723,52.48074602497723,1.9054607179632483,1.9054607179632483,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,47.863009232263806,47.863009232263806,2.089296130854041,2.089296130854041,47.863009232263806,47.863009232263806,2.089296130854041,2.089296130854041,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,43.65158322401656,43.65158322401656,2.2908676527677723,2.2908676527677723,43.65158322401656,43.65158322401656,2.2908676527677723,2.2908676527677723,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,39.81071705534978,39.81071705534978,2.5118864315095797,2.5118864315095797,39.81071705534978,39.81071705534978,2.5118864315095797,2.5118864315095797,7A
10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000000.0,1000.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,10000000.0,1.0,36.30780547701018,36.30780547701018,2.7542287033381663,2.7542287033381663,36.30780547701018,36.30780547701018,2.7542287033381663,2.7542287033381663,7A
