R_off,"J_H = J_{7,1} + J_{8,2}","J_D = J_{6,4} + J_{8,2}"
0.007943282347242805,7.628786842965384,-0.08467977241519317
0.01,8.341278160541364,-0.08320725497467124
0.012589254117941663,9.098890405723367,-0.08156256024596159
0.01584893192461114,9.89998596094201,-0.07972782704775833
0.019952623149688785,10.741906377591883,-0.07768417216278076
0.02511886431509577,11.62086673270192,-0.07541193224681964
0.03162277660168379,12.53187305301233,-0.07289102560188487
0.03981071705534969,13.468671632856083,-0.07010145836101156
0.05011872336272724,14.42373869464552,-0.06702399715400681
0.0630957344480193,15.388317639138565,-0.06364102352821321
0.07943282347242805,16.3525090687014,-0.05993757284120599
0.1,17.305415915390313,-0.055902540890177044
0.12589254117941662,18.235342567007653,-0.051530014917731126
0.15848931924611143,19.13004317268147,-0.046820653098856746
0.1995262314968879,19.97701071650487,-0.0417830016398949
0.2511886431509577,20.76379538297669,-0.03643460724275771
0.3162277660168379,21.47833855852995,-0.030802763160534652
0.39810717055349776,22.109307757021835,-0.024924728474974844
0.5011872336272725,22.64641789508481,-0.018847289966813063
0.630957344480193,23.08072556674696,-0.012625596608559109
0.7943282347242806,23.404885010836015,-0.006321283335388839
1.0,23.613356967996207,-6.661338147750939e-16
1.2589254117941686,23.702564210441494,0.0062714463636908135
1.584893192461114,23.670989890278943,0.012428063618032947
1.9952623149688788,23.519216819739977,0.01840946819183853
2.511886431509577,23.249907360021133,0.02416223637453574
3.1622776601683795,22.867724889821723,0.029641620173720407
3.9810717055349776,22.379199069308402,0.034812530666099684
5.011872336272725,21.79253852953763,0.03964979145343378
6.30957344480193,21.11739633826917,0.04413774893139183
7.943282347242821,20.36459561788757,0.04826938220649657
10.0,19.545824861649248,0.05204507989010909
12.589254117941689,18.673314526171634,0.05547124731878972
15.84893192461114,17.7595080250435,0.05855888415340116
19.95262314968879,16.816740986106012,0.061322238232675574
25.118864315095824,15.856942338957252,0.06377760526618703
31.622776601683796,14.891369400515568,0.06594231126271871
39.81071705534977,13.930386730094554,0.06783388864644505
50.11872336272725,12.983295390305594,0.06946943874142061
63.0957344480193,12.058215737130773,0.07086516214186117
79.43282347242821,11.162023365841074,0.07203603309046494
100.0,10.30033471805674,0.07299559278469706
125.89254117941688,9.47753637984638,0.07375583805293409
158.48931924611142,8.69685042475318,0.07432718489255544
199.52623149688807,7.96042731191187,0.07471849005969192
251.18864315095794,7.269457768318686,0.07493711765273064
316.2277660168379,6.624295624543625,0.07498904107480336
398.1071705534977,6.02458455681143,0.07487897369412469
501.1872336272725,5.469382932580057,0.07461052385103378
630.9573444801937,4.957282297599914,0.07418637155410135
794.3282347242813,4.486516349313541,0.07360846526342785
1000.0,4.055058422501028,0.07287823758971423
1258.9254117941687,3.660706513883662,0.07199683856326983
1584.893192461114,3.301155670335544,0.07096538437843192
1995.2623149688807,2.974058161878884,0.06978521824599458
2511.88643150958,2.677072273391656,0.06845817827200401
3162.2776601683795,2.4079008047448704,0.06698686525513031
3981.0717055349774,2.164320498365552,0.06537490114487211
5011.872336272725,1.9442036461561736,0.06362716687917597
6309.573444801936,1.7455330916971041,0.06175000672710314
7943.282347242814,1.5664117620549456,0.05975138543467998
10000.0,1.405067755136878,0.057640984733193124
12589.254117941686,1.2598558877815216,0.05543022737488622
15848.931924611143,1.1292564870945612,0.053132219936413
19952.623149688807,1.0118720899702573,0.0507616101133311
25118.864315095798,0.9064226075846974,0.04833435983465663
31622.776601683792,0.811739415067824,0.04586744175098696
39810.71705534978,0.726758742163885,0.043378472817731585
50118.72336272726,0.6505146680258391,0.04088530405436012
63095.734448019364,0.582131961291533,0.038405589404771505
79432.82347242814,0.5208189539251725,0.03595635842040147
99999.99999999999,0.4658605926393002,0.03355361697959909
125892.54117941686,0.41661177386734194,0.03121199751384292
158489.3192461114,0.372491036303763,0.028944475615935637
199526.2314968881,0.3329746582807082,0.026762164077754887
251188.64315095794,0.29759118521097705,0.024674189087320005
316227.76601683797,0.26591639461490085,0.022687647240880293
398107.17055349774,0.23756869251655977,0.020807636808476946
501187.233627273,0.21220492487296044,0.01903735274717452
630957.3444801937,0.18951658076637853,0.01737823247619274
794328.2347242812,0.1692263598690015,0.015830138392609255
1000000.0,0.1510850746723527,0.014391563332346658
1258925.4117941686,0.13486885765231463,0.013059846383274858
1584893.1924611116,0.12037664443662342,0.011831388310427592
1995262.3149688807,0.10742790573651041,0.01070185804420159
2511886.431509586,0.09586060295335123,0.009666383944658732
3162277.6601683795,0.08552934470969445,0.008719725687167565
3981071.7055349774,0.07630372389360333,0.007856424484543368
5011872.336272717,0.06806681702320971,0.007070930898541957
6309573.444801937,0.06071382976550923,0.006357710679468055
7943282.347242834,0.05415087425013272,0.005711329923328443
10000000.0,0.048293865402524803,0.005126521390640175
12589254.117941689,0.043067524895545044,0.00459823413989524
15848931.92461112,0.03840448250718528,0.004121668745443303
19952623.149688806,0.0342444657005214,0.003692300344209457
25118864.31509586,0.030533569136125694,0.003305891632693394
31622776.60168379,0.027223596609967225,0.0029584977514692545
39810717.05534977,0.0242714686011796,0.002646464777552801
50118723.362727165,0.021638689230210777,0.0023664233168241393
63095734.44801936,0.01929086698165582,0.002115278464138848
79432823.47242834,0.01719728404751867,0.00189019718764394
100000000.0,0.01533050960336264,0.0016885940019278197
125892541.17941687,0.013666052747746517,0.0015081156249511691
158489319.24611124,0.012182051218588787,0.0013466251666313766
199526231.4968881,0.010858992352432675,0.0012021862721705073
251188643.1509586,0.009679463076492359,0.00107304753895492
316227766.0168379,0.008627926020892919,0.0009576274399270974
398107170.55349773,0.0076905191120023066,0.0008544999169353815
501187233.62727195,0.006854876258293607,0.0007623807519052588
630957344.4801936,0.006109966969733823,0.0006801147800491697
794328234.7242833,0.005445952961368973,0.0006066639754574625
1000000000.0,0.004854059983232322,0.0005410964138680582
1258925411.7941694,0.004326463292808464,0.0004825760982423577
1584893192.4611192,0.0038561853447886835,0.00043035361918547185
1995262314.968881,0.003437004416525789,0.0003837576127200497
2511886431.509586,0.003063373017814707,0.0003421869717706525
3162277660.168379,0.0027303450514244475,0.00030510376413578696
3981071705.5349793,0.002433510797203091,0.00027202680808590334
5011872336.27274,0.002168938888560185,0.00024252585654833394
6309573444.801936,0.0019331245366374097,0.00021621634175497879
7943282347.242834,0.0017229433353133628,0.0001927546338723514
10000000000.0,0.0015356100501795374,0.0001718337692991003
